Fichier;Titre_actuel;Auteur_actuel;Score;Confiance;Règles;Titre_corrigé;Auteur_corrigé
fondement de la morale, Le - Arthur Schopenhauer.epub;Schopenhauer, Arthur;Arthur Schopenhauer, Le Fondement de la morale;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Arthur Schopenhauer, Le Fondement de la morale;Schopenhauer, Arthur
Du Frat,Vanessa [] Les enfants de l'O - Partie 1 (.) Science-fiction .Z.epub;Du Frat,Vanessa [] Les enfants de l'O;Partie 1 (.) Science-fiction .Z;65;PROBABLE;R5: Auteur contient des chiffres | R10: Mots-clés de titres dans auteur;Partie 1 (.) Science-fiction .Z;Du Frat,Vanessa [] Les enfants de l'O
Bonne-Grâce - T. Combe.epub;Combe, T.;Bonne-Grâce;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Bonne-Grâce;Combe, T.
Solal - Albert Cohen.epub;Cohen, Albert;Solal;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Solal;Cohen, Albert
Vengeance du pardon, La - Schmitt Eric-Emmanuel (1).epub;(1), Schmitt Eric-Emmanuel;Vengeance du pardon, La;50;PROBABLE;R3: Auteur se termine par article défini;Vengeance du pardon, La;(1), Schmitt Eric-Emmanuel
Années, Les - Virginia Woolf.epub;Woolf, Virginia;Années, Les;100;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini;Années, Les;Woolf, Virginia
Caverne, La - José Saramago & Saramago José.epub;José Saramago & Saramago José;Caverne, La;95;CERTAIN;R3: Auteur se termine par article défini | R8: Titre contient '&' entre noms;Caverne, La;José Saramago & Saramago José
Discours de Suède (réception du prix Nobel 1957) - Albert Camus.epub;Camus, Albert;Discours de Suède (réception du prix Nobel 1957);110;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres | R9: Titre court et auteur long;Discours de Suède (réception du prix Nobel 1957);Camus, Albert
Devos,Raymond [] Matière à rire (1956-1991) Spectacle .Z.epub;Devos,Raymond;Matière à rire (1956-1991) Spectacle .Z;60;PROBABLE;R5: Auteur contient des chiffres | R9: Titre court et auteur long;Matière à rire (1956-1991) Spectacle .Z;Devos,Raymond
Rivières pourpres, Les - Jean-Christophe Grangé.epub;Grangé, Jean-Christophe;Rivières pourpres, Les;100;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini;Rivières pourpres, Les;Grangé, Jean-Christophe
Malet,Léo [Nouveaux mystères de Paris-11] Boulevard des ossements - Paris 9e (1957) french.zzz.epub;Malet,Léo;Boulevard des ossements - Paris 9e;60;PROBABLE;R5: Auteur contient des chiffres | R9: Titre court et auteur long;Boulevard des ossements - Paris 9e;Malet,Léo
Main gauche, La - Guy de Maupassant.epub;de Maupassant, Guy;Main gauche, La;50;PROBABLE;R3: Auteur se termine par article défini;Main gauche, La;de Maupassant, Guy
Fleur rouge, La - Garchine.epub;Garchine;Fleur rouge, La;50;PROBABLE;R3: Auteur se termine par article défini;Fleur rouge, La;Garchine
Angevine, L' - Fallet René.epub;Fallet René;Angevine, L';50;PROBABLE;R3: Auteur se termine par article défini;Angevine, L';Fallet René
belles images, Les - Simone de Beauvoir.epub;de Beauvoir, Simone;belles images, Les;50;PROBABLE;R3: Auteur se termine par article défini;belles images, Les;de Beauvoir, Simone
Dame de Monsoreau - Tome I, La - Alexandre Dumas.epub;Alexandre Dumas;Tome I, La;110;CERTAIN;R3: Auteur se termine par article défini | R7: Titre ressemble à un nom complet | R10: Mots-clés de titres dans auteur;Tome I, La;Alexandre Dumas
Leçon, La - Eugène Ionesco.epub;Ionesco, Eugène;Leçon, La;100;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini;Leçon, La;Ionesco, Eugène
Comte de Monte-Cristo, Tome I, Le - Alexandre Dumas Père.epub;Alexandre Dumas Père;Comte de Monte-Cristo, Tome I, Le;110;CERTAIN;R3: Auteur se termine par article défini | R7: Titre ressemble à un nom complet | R10: Mots-clés de titres dans auteur;Comte de Monte-Cristo, Tome I, Le;Alexandre Dumas Père
Révolution, Tome 2 _ Les autels de la peur, La - Robert Margerit.epub;Margerit, Robert;Révolution, Tome 2 _ Les autels de la peur, La;230;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini | R5: Auteur contient des chiffres | R6: Ponctuation inhabituelle dans auteur | R9: Titre court et auteur long | R10: Mots-clés de titres dans auteur;Révolution, Tome 2 _ Les autels de la peur, La;Margerit, Robert
Garçon de caoutchouc, Le - Grigorovitch.epub;Grigorovitch;Garçon de caoutchouc, Le;50;PROBABLE;R3: Auteur se termine par article défini;Garçon de caoutchouc, Le;Grigorovitch
Récits fantastiques 1 - Alexandre Dumas.epub;Alexandre Dumas;Récits fantastiques 1;95;CERTAIN;R5: Auteur contient des chiffres | R7: Titre ressemble à un nom complet | R10: Mots-clés de titres dans auteur;Récits fantastiques 1;Alexandre Dumas
Trailerpark - Russel Banks.epub;Banks, Russel;Trailerpark;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Trailerpark;Banks, Russel
Apollinaire,Guillaume [] Alcools - 42 poèmes (1898-1912) french.zzz.epub;Apollinaire,Guillaume;Alcools - 42 poèmes (1898-1912);60;PROBABLE;R5: Auteur contient des chiffres | R9: Titre court et auteur long;Alcools - 42 poèmes (1898-1912);Apollinaire,Guillaume
Déclassés, Les - Mamine-Sibiriak.epub;Mamine-Sibiriak;Déclassés, Les;50;PROBABLE;R3: Auteur se termine par article défini;Déclassés, Les;Mamine-Sibiriak
Apparition - Graham Masterton.epub;Masterton, Graham;Apparition;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Apparition;Masterton, Graham
Planétarium, Le - Nathalie Sarraute.epub;Sarraute, Nathalie;Planétarium, Le;100;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini;Planétarium, Le;Sarraute, Nathalie
Musset,Alfred de [] Oeuvres complètes - Tome 6..epub;Musset,Alfred de;Oeuvres complètes - Tome 6.;90;CERTAIN;R5: Auteur contient des chiffres | R9: Titre court et auteur long | R10: Mots-clés de titres dans auteur;Oeuvres complètes - Tome 6.;Musset,Alfred de
Trône de Fer -04-L'Ombre Maléfique, Le - inconnu.epub;inconnu;Trône de Fer -04-L'Ombre Maléfique, Le;110;CERTAIN;R3: Auteur se termine par article défini | R5: Auteur contient des chiffres | R9: Titre court et auteur long;Trône de Fer -04-L'Ombre Maléfique, Le;inconnu
Cannibale - Didier Daeninckx.epub;Daeninckx, Didier;Cannibale;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Cannibale;Daeninckx, Didier
Attentat, L' - Yasmina Khadra.epub;Khadra, Yasmina;Attentat, L';100;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini;Attentat, L';Khadra, Yasmina
Sociologie de l'innovation - Gaglio Gerald.epub;Gerald, Gaglio;Sociologie de l'innovation;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Sociologie de l'innovation;Gerald, Gaglio
Nègre de Pierre le Grand, Le - Pouchkine.epub;Pouchkine;Nègre de Pierre le Grand, Le;75;PROBABLE;R3: Auteur se termine par article défini | R9: Titre court et auteur long;Nègre de Pierre le Grand, Le;Pouchkine
Essais sur l'argumentation_ introduction à l'étudue de la parole argumentative - Christian Plantin.epub;Plantin, Christian;Essais sur l'argumentation_ introduction à l'étudue de la parole argumentative;115;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R6: Ponctuation inhabituelle dans auteur | R9: Titre court et auteur long;Essais sur l'argumentation_ introduction à l'étudue de la parole argumentative;Plantin, Christian
San-Felice - Tome I, La - Alexandre Dumas.epub;Alexandre Dumas;Tome I, La;110;CERTAIN;R3: Auteur se termine par article défini | R7: Titre ressemble à un nom complet | R10: Mots-clés de titres dans auteur;Tome I, La;Alexandre Dumas
Vicomte de Bragelonne, Tome Iii, Le - Alexandre Dumas Père.epub;Alexandre Dumas Père;Vicomte de Bragelonne, Tome Iii, Le;110;CERTAIN;R3: Auteur se termine par article défini | R7: Titre ressemble à un nom complet | R10: Mots-clés de titres dans auteur;Vicomte de Bragelonne, Tome Iii, Le;Alexandre Dumas Père
Fin d'été - Johan Theorin.epub;Theorin, Johan;Fin d'été;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Fin d'été;Theorin, Johan
Contes et Nouvelles Tome I - Tolstoï.epub;Tolstoï;Contes et Nouvelles Tome I;55;PROBABLE;R9: Titre court et auteur long | R10: Mots-clés de titres dans auteur;Contes et Nouvelles Tome I;Tolstoï
Adieu, mec - M.G. Braun.epub;Braun, M.G.;Adieu, mec;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Adieu, mec;Braun, M.G.
Cabinet D'Amateur, UN by Georges Perec (2001-03-31) - Georges Perec.epub;Perec, Georges;Cabinet D'Amateur, UN by Georges Perec (2001-03-31);110;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres | R9: Titre court et auteur long;Cabinet D'Amateur, UN by Georges Perec (2001-03-31);Perec, Georges
Féerie générale - Pireyre Emmanuelle.epub;Emmanuelle, Pireyre;Féerie générale;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Féerie générale;Emmanuelle, Pireyre
OpCenter2_ImageVirtuelle - Op-Center -2- Image Virtuelle.epub;Op-Center -2- Image Virtuelle;OpCenter2_ImageVirtuelle;75;PROBABLE;R5: Auteur contient des chiffres | R6: Ponctuation inhabituelle dans auteur;OpCenter2_ImageVirtuelle;Op-Center -2- Image Virtuelle
Carnet d'un Inconnu - Fiodor Dostoïevski.epub;Dostoïevski, Fiodor;Carnet d'un Inconnu;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Carnet d'un Inconnu;Dostoïevski, Fiodor
Tout à L'Ego - Tonino Benacquista.epub;Benacquista, Tonino;Tout à L'Ego;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Tout à L'Ego;Benacquista, Tonino
Mon Dernier Cheveu Noir _ Avec Quelques Conseils Aux Anciens Jeunes - Jean-Louis Fournier.epub;Fournier, Jean-Louis;Mon Dernier Cheveu Noir _ Avec Quelques Conseils Aux Anciens Jeunes;115;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R6: Ponctuation inhabituelle dans auteur | R9: Titre court et auteur long;Mon Dernier Cheveu Noir _ Avec Quelques Conseils Aux Anciens Jeunes;Fournier, Jean-Louis
Hiver à Lisbonne, L' - Antonio Muñoz Molina.epub;Molina, Antonio Muñoz;Hiver à Lisbonne, L';100;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini;Hiver à Lisbonne, L';Molina, Antonio Muñoz
Sept passions singulières_ Récits - Richard Millet.epub;Richard Millet;Sept passions singulières_ Récits;70;PROBABLE;R6: Ponctuation inhabituelle dans auteur | R10: Mots-clés de titres dans auteur;Sept passions singulières_ Récits;Richard Millet
Fantasmagories, suivi de Le réel, l'imaginaire etoire (Paradoxe) (French Edition) - Clément Rosset.epub;Clément Rosset;Fantasmagories, suivi de Le réel, l'imaginaire etoire (Paradoxe) (French Edition);55;PROBABLE;R9: Titre court et auteur long | R10: Mots-clés de titres dans auteur;Fantasmagories, suivi de Le réel, l'imaginaire etoire (Paradoxe) (French Edition);Clément Rosset
Mouettes, Les - Sándor Márai.epub;Márai, Sándor;Mouettes, Les;100;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini;Mouettes, Les;Márai, Sándor
Marxisme, Le - Henri Lefebvre.epub;Lefebvre, Henri;Marxisme, Le;100;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini;Marxisme, Le;Lefebvre, Henri
Chroniques de San Francisco - Armistead Maupin.epub;Maupin, Armistead;Chroniques de San Francisco;80;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R10: Mots-clés de titres dans auteur;Chroniques de San Francisco;Maupin, Armistead
Chat passe-muraille, Le - Robert Anson Heinlein.epub;Heinlein, Robert Anson;Chat passe-muraille, Le;100;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini;Chat passe-muraille, Le;Heinlein, Robert Anson
ILLUSTRE MAURIN, L' - Jean Aicard.epub;Aicard, Jean;ILLUSTRE MAURIN, L';100;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini;ILLUSTRE MAURIN, L';Aicard, Jean
Actes et Paroles, Volume 1 - Victor Hugo.epub;Hugo, Victor;Actes et Paroles, Volume 1;140;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres | R9: Titre court et auteur long | R10: Mots-clés de titres dans auteur;Actes et Paroles, Volume 1;Hugo, Victor
Cheri-Bibi et Cecily - Jimmy Rougerie.epub;Rougerie, Jimmy;Cheri-Bibi et Cecily;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Cheri-Bibi et Cecily;Rougerie, Jimmy
Ange Pitou - Tome II (Les Mémoires d'un médecin) - Alexandre Dumas.epub;Alexandre Dumas;Tome II (Les Mémoires d'un médecin);85;PROBABLE;R7: Titre ressemble à un nom complet | R9: Titre court et auteur long | R10: Mots-clés de titres dans auteur;Tome II (Les Mémoires d'un médecin);Alexandre Dumas
Petit Livre de - Tout le chocolat en 90 recettes - Philippe Chavanne.epub;Chavanne, Philippe;Tout le chocolat en 90 recettes;110;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres | R9: Titre court et auteur long;Tout le chocolat en 90 recettes;Chavanne, Philippe
Dictionnaire des idées reçues - Gustave Flaubert.epub;Flaubert, Gustave;Dictionnaire des idées reçues;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Dictionnaire des idées reçues;Flaubert, Gustave
Hors de l’abri - David Lodge.epub;Lodge, David;Hors de l’abri;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Hors de l’abri;Lodge, David
Critiques littéraires - Jean-Paul Sartre.epub;Sartre, Jean-Paul;Critiques littéraires;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Critiques littéraires;Sartre, Jean-Paul
Guépard, Le - Tomasi Di Lampedusa, Giuseppe.epub;Guépard, Le;Tomasi Di Lampedusa, Giuseppe;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Tomasi Di Lampedusa, Giuseppe;Guépard, Le
Weber,David [Honor Harrington-07a] Aux mains de l'ennemi - Tome 1 (1997) french.zzz.epub;Weber,David;Aux mains de l'ennemi - Tome 1;90;CERTAIN;R5: Auteur contient des chiffres | R9: Titre court et auteur long | R10: Mots-clés de titres dans auteur;Aux mains de l'ennemi - Tome 1;Weber,David
Sur la scène comme au ciel - Jean Rouaud.epub;Rouaud, Jean;Sur la scène comme au ciel;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Sur la scène comme au ciel;Rouaud, Jean
Forban noir. Ouvrage illustré de_. gravures par Vogel, Le - Charles Vincent (pseud. Pierre Maël Avec Charles Causse.).epub;Charles Vincent (pseud. Pierre Maël Avec Charles Causse.);Forban noir. Ouvrage illustré de_. gravures par Vogel, Le;90;CERTAIN;R3: Auteur se termine par article défini | R6: Ponctuation inhabituelle dans auteur;Forban noir. Ouvrage illustré de_. gravures par Vogel, Le;Charles Vincent (pseud. Pierre Maël Avec Charles Causse.)
Mémoires d'un fou, Les - Gogol.epub;Gogol;Mémoires d'un fou, Les;80;PROBABLE;R3: Auteur se termine par article défini | R10: Mots-clés de titres dans auteur;Mémoires d'un fou, Les;Gogol
Crise d'otages - James Patterson.epub;Patterson, James;Crise d'otages;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Crise d'otages;Patterson, James
Tolstoï,Léon {comte Tolstoï,Lev Nikolaïevich} [La guerre et la paix-3] Borodino - Les français à Moscou 1812-1820 (1863) Roman,Historique .Z.epub;Tolstoï,Léon;Borodino - Les français à Moscou 1812-1820;60;PROBABLE;R5: Auteur contient des chiffres | R9: Titre court et auteur long;Borodino - Les français à Moscou 1812-1820;Tolstoï,Léon
Lenteur, La - Milan Kundera.epub;Kundera, Milan;Lenteur, La;100;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini;Lenteur, La;Kundera, Milan
Il n'en revint que trois - Gudbergur Bergsson.epub;Bergsson, Gudbergur;Il n'en revint que trois;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Il n'en revint que trois;Bergsson, Gudbergur
Enquêtes du commissaire Collura, Les - Andrea Camilleri.epub;Andrea Camilleri;Enquêtes du commissaire Collura, Les;75;PROBABLE;R3: Auteur se termine par article défini | R9: Titre court et auteur long;Enquêtes du commissaire Collura, Les;Andrea Camilleri
Amies D'Heloise, Les - de Monferrand, Helene.epub;de Monferrand, Helene;Amies D'Heloise, Les;50;PROBABLE;R3: Auteur se termine par article défini;Amies D'Heloise, Les;de Monferrand, Helene
Chinois - N'Guyen Van Loc, Le - Biographies.epub;Livres hebdo;N'Guyen Van Loc, Le;50;PROBABLE;R3: Auteur se termine par article défini;N'Guyen Van Loc, Le;Livres hebdo
Devenir Céline. Lettres inédites de Louis Destouclques autres (1912-1919) - Louis-Ferdinand Céline.epub;Louis-Ferdinand Céline;Devenir Céline. Lettres inédites de Louis Destouclques autres (1912-1919);60;PROBABLE;R5: Auteur contient des chiffres | R9: Titre court et auteur long;Devenir Céline. Lettres inédites de Louis Destouclques autres (1912-1919);Louis-Ferdinand Céline
Politique de l'Internationale - Michel Bakounine.epub;Bakounine, Michel;Politique de l'Internationale;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Politique de l'Internationale;Bakounine, Michel
Orlando - Virginia Woolf.epub;Woolf, Virginia;Orlando;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Orlando;Woolf, Virginia
Tentation - Stephenie Meyer.epub;Meyer, Stephenie;Tentation;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Tentation;Meyer, Stephenie
Réserve, La - Russell Banks.epub;Banks, Russell;Réserve, La;100;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini;Réserve, La;Banks, Russell
Vérité sur Marie, La - Jean-Philippe Toussaint.epub;Toussaint, Jean-Philippe;Vérité sur Marie, La;100;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini;Vérité sur Marie, La;Toussaint, Jean-Philippe
Coupe, La - George Sand.epub;George Sand;Coupe, La;50;PROBABLE;R3: Auteur se termine par article défini;Coupe, La;George Sand
Compère, vous mentez !_. - Noël Devaulx.epub;Devaulx, Noël;Compère, vous mentez !_.;90;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R6: Ponctuation inhabituelle dans auteur;Compère, vous mentez !_.;Devaulx, Noël
Antidotes - Eugène Ionesco.epub;Ionesco, Eugène;Antidotes;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Antidotes;Ionesco, Eugène
Memoirs of a Geisha - Arthur Golden.epub;Golden, Arthur;Memoirs of a Geisha;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Memoirs of a Geisha;Golden, Arthur
Massacres du Midi (Les Crimes célèbres), Les - Alexandre Dumas.epub;Alexandre Dumas;Massacres du Midi (Les Crimes célèbres), Les;105;CERTAIN;R3: Auteur se termine par article défini | R7: Titre ressemble à un nom complet | R9: Titre court et auteur long;Massacres du Midi (Les Crimes célèbres), Les;Alexandre Dumas
Monsieur Malaussène Saga Malaussene [4] - Daniel Pennac.epub;Pennac, Daniel;Monsieur Malaussène Saga Malaussene [4];140;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres | R9: Titre court et auteur long | R10: Mots-clés de titres dans auteur;Monsieur Malaussène Saga Malaussene [4];Pennac, Daniel
Filles de Shanghai - Lisa See.epub;See, Lisa;Filles de Shanghai;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Filles de Shanghai;See, Lisa
Metal - Janis Jonevs.epub;Jonevs, Janis;Metal;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Metal;Jonevs, Janis
Oscar et la dame rose - Éric-Emmanuel Schmitt.epub;Schmitt, Éric-Emmanuel;Oscar et la dame rose;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Oscar et la dame rose;Schmitt, Éric-Emmanuel
Trahison D'Einstein, La - Eric-Emmanuel Schmitt.epub;Schmitt, Eric-Emmanuel;Trahison D'Einstein, La;100;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini;Trahison D'Einstein, La;Schmitt, Eric-Emmanuel
Surface de réparation, La - Alain Gillot.epub;Gillot, Alain;Surface de réparation, La;100;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini;Surface de réparation, La;Gillot, Alain
Ultime Auberge, L' - Imre Kertész.epub;Kertész, Imre;Ultime Auberge, L';100;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini;Ultime Auberge, L';Kertész, Imre
Dumas,Alexandre {père} [-092] Ingenue - Tome 1 (1853) french.zzz.epub;Dumas,Alexandre;Ingenue - Tome 1;65;PROBABLE;R5: Auteur contient des chiffres | R10: Mots-clés de titres dans auteur;Ingenue - Tome 1;Dumas,Alexandre
ARSENE LUPIN TOME 14 _ LE PARFUM DE LA DAME EN NOIR - Gaston Leroux & André-Paul Duchâteau.epub;Gaston Leroux & André-Paul Duchâteau;ARSENE LUPIN TOME 14 _ LE PARFUM DE LA DAME EN NOIR;120;CERTAIN;R5: Auteur contient des chiffres | R6: Ponctuation inhabituelle dans auteur | R8: Titre contient '&' entre noms;ARSENE LUPIN TOME 14 _ LE PARFUM DE LA DAME EN NOIR;Gaston Leroux & André-Paul Duchâteau
Plan (French Edition), Le - Catherine D'Anjou.epub;D'Anjou, Catherine;Plan (French Edition), Le;80;PROBABLE;R3: Auteur se termine par article défini | R10: Mots-clés de titres dans auteur;Plan (French Edition), Le;D'Anjou, Catherine
Veuf - Jean-Louis Fournier.epub;Fournier, Jean-Louis;Veuf;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Veuf;Fournier, Jean-Louis
Souvenirs d'un pas grand-chose - Charles Bukowski.epub;Bukowski, Charles;Souvenirs d'un pas grand-chose;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Souvenirs d'un pas grand-chose;Bukowski, Charles
Mérimée,Prosper [] Chronique du règne de Charles IX (1829) french.zzz.epub;Mérimée,Prosper;Chronique du règne de Charles IX;55;PROBABLE;R9: Titre court et auteur long | R10: Mots-clés de titres dans auteur;Chronique du règne de Charles IX;Mérimée,Prosper
Cité de la poussière rouge - Xiaolong Qiu.epub;Qiu, Xiaolong;Cité de la poussière rouge;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Cité de la poussière rouge;Qiu, Xiaolong
Vilnius, Londres, Paris - Kourkov, Andrei.epub;Vilnius, Londres, Paris;Kourkov, Andrei;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Kourkov, Andrei;Vilnius, Londres, Paris
Dans son silence - Alex Michaelides.epub;Michaelides, Alex;Dans son silence;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Dans son silence;Michaelides, Alex
Mystères de Paris - Tome IV, Les - Eugene Sue.epub;Sue, Eugene;Tome IV, Les;130;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini | R10: Mots-clés de titres dans auteur;Tome IV, Les;Sue, Eugene
Illusions - Haruo Umezaki.epub;Umezaki, Haruo;Illusions;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Illusions;Umezaki, Haruo
Malet,Léo [Nouveaux mystères de Paris-13] Micmac moche au Boul'Mich' - Paris 5e (1957) french.zzz.epub;Malet,Léo;Micmac moche au Boul'Mich' - Paris 5e;60;PROBABLE;R5: Auteur contient des chiffres | R9: Titre court et auteur long;Micmac moche au Boul'Mich' - Paris 5e;Malet,Léo
Aux fruits de la passion Saga Malaussène [6] - Daniel Pennac.epub;Pennac, Daniel;Aux fruits de la passion Saga Malaussène [6];140;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres | R9: Titre court et auteur long | R10: Mots-clés de titres dans auteur;Aux fruits de la passion Saga Malaussène [6];Pennac, Daniel
Belle du Seigneur - Albert Cohen.epub;Cohen, Albert;Belle du Seigneur;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Belle du Seigneur;Cohen, Albert
Oncle Vania, L' - Anton Pavlovitch Tchekhov.epub;Tchekhov, Anton Pavlovitch;Oncle Vania, L';100;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini;Oncle Vania, L';Tchekhov, Anton Pavlovitch
Enquêtes (Autres inquisitions) - J.-L. Borges.epub;Borges, J.-L.;Enquêtes (Autres inquisitions);50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Enquêtes (Autres inquisitions);Borges, J.-L.
Radio Imagination - Seikô Itô.epub;Itô, Seikô;Radio Imagination;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Radio Imagination;Itô, Seikô
Hugo,Victor [] Notre-Dame de Paris - 1482 (1831) french.zzz.epub;Hugo,Victor;Notre-Dame de Paris - 1482;60;PROBABLE;R5: Auteur contient des chiffres | R9: Titre court et auteur long;Notre-Dame de Paris - 1482;Hugo,Victor
A la fraîche_. - René Fallet & Georges Brassens.epub;René Fallet & Georges Brassens;A la fraîche_.;85;PROBABLE;R6: Ponctuation inhabituelle dans auteur | R8: Titre contient '&' entre noms;A la fraîche_.;René Fallet & Georges Brassens
Adieu Gary Cooper - Romain Gary.epub;Gary, Romain;Adieu Gary Cooper;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Adieu Gary Cooper;Gary, Romain
dernière incarnation de Vautrin, La - Honoré de Balzac.epub;de Balzac, Honoré;dernière incarnation de Vautrin, La;50;PROBABLE;R3: Auteur se termine par article défini;dernière incarnation de Vautrin, La;de Balzac, Honoré
Multatuli - Max Havelaar.epub;Havelaar, Max;Multatuli;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Multatuli;Havelaar, Max
VICOMTE DE BRAGELONNE - Tome 1, LE - Alexandre Dumas.epub;Alexandre Dumas;Tome 1, LE;95;CERTAIN;R5: Auteur contient des chiffres | R7: Titre ressemble à un nom complet | R10: Mots-clés de titres dans auteur;Tome 1, LE;Alexandre Dumas
Manuscrit zéro - Yôko Ogawa.epub;Ogawa, Yôko;Manuscrit zéro;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Manuscrit zéro;Ogawa, Yôko
Fanfarons du Roi, Les - Paul Féval (père).epub;(père), Paul Féval;Fanfarons du Roi, Les;50;PROBABLE;R3: Auteur se termine par article défini;Fanfarons du Roi, Les;(père), Paul Féval
Expéditif, L' - P. G. Sturges.epub;Sturges, P. G.;Expéditif, L';100;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R3: Auteur se termine par article défini;Expéditif, L';Sturges, P. G.
Capitalisme, la chute, et ensuite (French Edition) - Michel Cornillon.epub;Cornillon, Michel;Capitalisme, la chute, et ensuite (French Edition);105;CERTAIN;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long | R10: Mots-clés de titres dans auteur;Capitalisme, la chute, et ensuite (French Edition);Cornillon, Michel
Oeuvres Complètes de Virgile, Les - Virgile.epub;Virgile;Oeuvres Complètes de Virgile, Les;105;CERTAIN;R3: Auteur se termine par article défini | R9: Titre court et auteur long | R10: Mots-clés de titres dans auteur;Oeuvres Complètes de Virgile, Les;Virgile
